	GeoArea_FIPS	GeoArea_Key	GeoArea_Name	PZ_Name	WDB_Name	Economic_Measure_Name	Data_Period_Business_Key	GDP
16103	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Professional and business services	2009	55308.0
16104	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Management of companies and enterprises	2009	2941.0
16105	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Administrative and support and waste management and remediation services	2009	34048.0
16106	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Educational services	2009	1546.0
16107	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Health care and social assistance	2009	56656.0
16108	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Arts, entertainment, and recreation	2009	987.0
16109	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Accommodation and food services	2009	22215.0
16110	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Other services (except government and government enterprises)	2009	31533.0
16111	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	Government and government enterprises	2009	609015.0
16112	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Agriculture, forestry, fishing and hunting	2009	61193.0
16113	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Mining, quarrying, and oil and gas extraction	2009	0.0
16114	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Utilities	2009	543.0
16115	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Construction	2009	23959.0
16116	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Manufacturing	2009	43646.0
16117	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Wholesale trade	2009	
16118	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Retail trade	2009	11530.0
16119	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Transportation and warehousing	2009	2233.0
16120	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Information	2009	
16121	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Real estate and rental and leasing	2009	57136.0
16122	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Professional and business services	2009	8438.0
16123	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Management of companies and enterprises	2009	1546.0
16124	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Administrative and support and waste management and remediation services	2009	4652.0
16125	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Educational services	2009	1346.0
16126	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Health care and social assistance	2009	20972.0
16127	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Arts, entertainment, and recreation	2009	
16128	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Accommodation and food services	2009	
16129	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Other services (except government and government enterprises)	2009	11086.0
16130	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	Government and government enterprises	2009	111483.0
16131	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Agriculture, forestry, fishing and hunting	2009	32626.0
16132	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Mining, quarrying, and oil and gas extraction	2009	33509.0
16133	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Utilities	2009	38760.0
16134	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Construction	2009	825370.0
16135	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Manufacturing	2009	8736228.0
16136	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Wholesale trade	2009	2042132.0
16137	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Retail trade	2009	1422612.0
16138	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Transportation and warehousing	2009	957439.0
16139	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Information	2009	863461.0
16140	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Real estate and rental and leasing	2009	2857100.0
16141	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Professional and business services	2009	2902545.0
16142	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Management of companies and enterprises	2009	669916.0
16143	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Administrative and support and waste management and remediation services	2009	877740.0
16144	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Educational services	2009	274466.0
16145	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Health care and social assistance	2009	2094602.0
16146	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Arts, entertainment, and recreation	2009	114104.0
16147	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Accommodation and food services	2009	586718.0
16148	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Other services (except government and government enterprises)	2009	531214.0
16149	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	Government and government enterprises	2009	2468479.0
16150	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Agriculture, forestry, fishing and hunting	2009	
16151	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Mining, quarrying, and oil and gas extraction	2009	0.0
16152	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Utilities	2009	
16153	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Construction	2009	33363.0
16154	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Manufacturing	2009	228611.0
16155	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Wholesale trade	2009	
16156	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Retail trade	2009	96094.0
16157	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Transportation and warehousing	2009	31673.0
16158	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Information	2009	12260.0
16159	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Real estate and rental and leasing	2009	227592.0
16160	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Professional and business services	2009	32001.0
16161	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Management of companies and enterprises	2009	4370.0
16162	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Administrative and support and waste management and remediation services	2009	11159.0
16163	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Educational services	2009	7263.0
16164	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Health care and social assistance	2009	98341.0
16165	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Arts, entertainment, and recreation	2009	3638.0
16166	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Accommodation and food services	2009	42110.0
16167	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Other services (except government and government enterprises)	2009	40703.0
16168	37083	FIPS_37083	Halifax County	Northeast	Turning Point	Government and government enterprises	2009	285028.0
16169	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Agriculture, forestry, fishing and hunting	2009	68548.0
16170	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Mining, quarrying, and oil and gas extraction	2009	7099.0
16171	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Utilities	2009	
16172	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Construction	2009	127428.0
16173	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Manufacturing	2009	134989.0
16174	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Wholesale trade	2009	
16175	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Retail trade	2009	139332.0
16176	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Transportation and warehousing	2009	65127.0
16177	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Information	2009	47055.0
16178	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Real estate and rental and leasing	2009	354157.0
16179	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Professional and business services	2009	127027.0
16180	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Management of companies and enterprises	2009	39797.0
16181	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Administrative and support and waste management and remediation services	2009	46854.0
16182	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Educational services	2009	
16183	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Health care and social assistance	2009	
16184	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Arts, entertainment, and recreation	2009	4065.0
16185	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Accommodation and food services	2009	43234.0
16186	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Other services (except government and government enterprises)	2009	65185.0
16187	37085	FIPS_37085	Harnett County	North Central	Triangle South	Government and government enterprises	2009	343692.0
16188	37087	FIPS_37087	Haywood County	Western	Southwestern	  Agriculture, forestry, fishing and hunting	2009	
16189	37087	FIPS_37087	Haywood County	Western	Southwestern	  Mining, quarrying, and oil and gas extraction	2009	58.0
16190	37087	FIPS_37087	Haywood County	Western	Southwestern	  Utilities	2009	37404.0
16191	37087	FIPS_37087	Haywood County	Western	Southwestern	  Construction	2009	67268.0
16192	37087	FIPS_37087	Haywood County	Western	Southwestern	  Manufacturing	2009	236510.0
16193	37087	FIPS_37087	Haywood County	Western	Southwestern	  Wholesale trade	2009	27836.0
16194	37087	FIPS_37087	Haywood County	Western	Southwestern	  Retail trade	2009	126880.0
16195	37087	FIPS_37087	Haywood County	Western	Southwestern	  Transportation and warehousing	2009	
16196	37087	FIPS_37087	Haywood County	Western	Southwestern	  Information	2009	17105.0
16197	37087	FIPS_37087	Haywood County	Western	Southwestern	   Real estate and rental and leasing	2009	260396.0
16198	37087	FIPS_37087	Haywood County	Western	Southwestern	  Professional and business services	2009	82261.0
16199	37087	FIPS_37087	Haywood County	Western	Southwestern	   Management of companies and enterprises	2009	3014.0
16200	37087	FIPS_37087	Haywood County	Western	Southwestern	   Administrative and support and waste management and remediation services	2009	27893.0
16201	37087	FIPS_37087	Haywood County	Western	Southwestern	   Educational services	2009	3958.0
16202	37087	FIPS_37087	Haywood County	Western	Southwestern	   Health care and social assistance	2009	106575.0
16203	37087	FIPS_37087	Haywood County	Western	Southwestern	   Arts, entertainment, and recreation	2009	19282.0
16204	37087	FIPS_37087	Haywood County	Western	Southwestern	   Accommodation and food services	2009	46631.0
16205	37087	FIPS_37087	Haywood County	Western	Southwestern	  Other services (except government and government enterprises)	2009	46971.0
16206	37087	FIPS_37087	Haywood County	Western	Southwestern	Government and government enterprises	2009	248986.0
16207	37089	FIPS_37089	Henderson County	Western	Mountain Area	  Agriculture, forestry, fishing and hunting	2009	
16208	37089	FIPS_37089	Henderson County	Western	Mountain Area	  Mining, quarrying, and oil and gas extraction	2009	2937.0
16209	37089	FIPS_37089	Henderson County	Western	Mountain Area	  Utilities	2009	7379.0
16210	37089	FIPS_37089	Henderson County	Western	Mountain Area	  Construction	2009	162346.0
16211	37089	FIPS_37089	Henderson County	Western	Mountain Area	  Manufacturing	2009	546677.0
16212	37089	FIPS_37089	Henderson County	Western	Mountain Area	  Wholesale trade	2009	103925.0
16213	37089	FIPS_37089	Henderson County	Western	Mountain Area	  Retail trade	2009	242314.0
16214	37089	FIPS_37089	Henderson County	Western	Mountain Area	  Transportation and warehousing	2009	
16215	37089	FIPS_37089	Henderson County	Western	Mountain Area	  Information	2009	43441.0
16216	37089	FIPS_37089	Henderson County	Western	Mountain Area	   Real estate and rental and leasing	2009	418262.0
16217	37089	FIPS_37089	Henderson County	Western	Mountain Area	  Professional and business services	2009	201276.0
16218	37089	FIPS_37089	Henderson County	Western	Mountain Area	   Management of companies and enterprises	2009	41039.0
16219	37089	FIPS_37089	Henderson County	Western	Mountain Area	   Administrative and support and waste management and remediation services	2009	76473.0
16220	37089	FIPS_37089	Henderson County	Western	Mountain Area	   Educational services	2009	18884.0
