	GeoArea_FIPS	GeoArea_Key	GeoArea_Name	PZ_Name	WDB_Name	Economic_Measure_Name	Data_Period_Business_Key	GDP
2320	37041	FIPS_37041	Chowan County	Northeast	Northeastern	  Utilities	2002	101.0
2321	37041	FIPS_37041	Chowan County	Northeast	Northeastern	  Construction	2002	11095.0
2322	37041	FIPS_37041	Chowan County	Northeast	Northeastern	  Manufacturing	2002	80972.0
2323	37041	FIPS_37041	Chowan County	Northeast	Northeastern	  Wholesale trade	2002	19305.0
2324	37041	FIPS_37041	Chowan County	Northeast	Northeastern	  Retail trade	2002	20947.0
2325	37041	FIPS_37041	Chowan County	Northeast	Northeastern	  Transportation and warehousing	2002	9174.0
2326	37041	FIPS_37041	Chowan County	Northeast	Northeastern	  Information	2002	3936.0
2327	37041	FIPS_37041	Chowan County	Northeast	Northeastern	   Real estate and rental and leasing	2002	35482.0
2328	37041	FIPS_37041	Chowan County	Northeast	Northeastern	  Professional and business services	2002	31799.0
2329	37041	FIPS_37041	Chowan County	Northeast	Northeastern	   Management of companies and enterprises	2002	
2330	37041	FIPS_37041	Chowan County	Northeast	Northeastern	   Administrative and support and waste management and remediation services	2002	
2331	37041	FIPS_37041	Chowan County	Northeast	Northeastern	   Educational services	2002	
2332	37041	FIPS_37041	Chowan County	Northeast	Northeastern	   Health care and social assistance	2002	
2333	37041	FIPS_37041	Chowan County	Northeast	Northeastern	   Arts, entertainment, and recreation	2002	
2334	37041	FIPS_37041	Chowan County	Northeast	Northeastern	   Accommodation and food services	2002	
2335	37041	FIPS_37041	Chowan County	Northeast	Northeastern	  Other services (except government and government enterprises)	2002	8968.0
2336	37041	FIPS_37041	Chowan County	Northeast	Northeastern	Government and government enterprises	2002	43883.0
2337	37043	FIPS_37043	Clay County	Western	Southwestern	  Agriculture, forestry, fishing and hunting	2002	711.0
2338	37043	FIPS_37043	Clay County	Western	Southwestern	  Mining, quarrying, and oil and gas extraction	2002	669.0
2339	37043	FIPS_37043	Clay County	Western	Southwestern	  Utilities	2002	662.0
2340	37043	FIPS_37043	Clay County	Western	Southwestern	  Construction	2002	18251.0
2341	37043	FIPS_37043	Clay County	Western	Southwestern	  Manufacturing	2002	7685.0
2342	37043	FIPS_37043	Clay County	Western	Southwestern	  Wholesale trade	2002	
2343	37043	FIPS_37043	Clay County	Western	Southwestern	  Retail trade	2002	14298.0
2344	37043	FIPS_37043	Clay County	Western	Southwestern	  Transportation and warehousing	2002	
2345	37043	FIPS_37043	Clay County	Western	Southwestern	  Information	2002	
2346	37043	FIPS_37043	Clay County	Western	Southwestern	   Real estate and rental and leasing	2002	34674.0
2347	37043	FIPS_37043	Clay County	Western	Southwestern	  Professional and business services	2002	4333.0
2348	37043	FIPS_37043	Clay County	Western	Southwestern	   Management of companies and enterprises	2002	0.0
2349	37043	FIPS_37043	Clay County	Western	Southwestern	   Administrative and support and waste management and remediation services	2002	1409.0
2350	37043	FIPS_37043	Clay County	Western	Southwestern	   Educational services	2002	199.0
2351	37043	FIPS_37043	Clay County	Western	Southwestern	   Health care and social assistance	2002	7859.0
2352	37043	FIPS_37043	Clay County	Western	Southwestern	   Arts, entertainment, and recreation	2002	
2353	37043	FIPS_37043	Clay County	Western	Southwestern	   Accommodation and food services	2002	
2354	37043	FIPS_37043	Clay County	Western	Southwestern	  Other services (except government and government enterprises)	2002	9046.0
2355	37043	FIPS_37043	Clay County	Western	Southwestern	Government and government enterprises	2002	19962.0
2356	37045	FIPS_37045	Cleveland County	Southwest	Region C	  Agriculture, forestry, fishing and hunting	2002	8295.0
2357	37045	FIPS_37045	Cleveland County	Southwest	Region C	  Mining, quarrying, and oil and gas extraction	2002	11119.0
2358	37045	FIPS_37045	Cleveland County	Southwest	Region C	  Utilities	2002	76173.0
2359	37045	FIPS_37045	Cleveland County	Southwest	Region C	  Construction	2002	94218.0
2360	37045	FIPS_37045	Cleveland County	Southwest	Region C	  Manufacturing	2002	735677.0
2361	37045	FIPS_37045	Cleveland County	Southwest	Region C	  Wholesale trade	2002	144714.0
2362	37045	FIPS_37045	Cleveland County	Southwest	Region C	  Retail trade	2002	145022.0
2363	37045	FIPS_37045	Cleveland County	Southwest	Region C	  Transportation and warehousing	2002	
2364	37045	FIPS_37045	Cleveland County	Southwest	Region C	  Information	2002	25385.0
2365	37045	FIPS_37045	Cleveland County	Southwest	Region C	   Real estate and rental and leasing	2002	221314.0
2366	37045	FIPS_37045	Cleveland County	Southwest	Region C	  Professional and business services	2002	83326.0
2367	37045	FIPS_37045	Cleveland County	Southwest	Region C	   Management of companies and enterprises	2002	9349.0
2368	37045	FIPS_37045	Cleveland County	Southwest	Region C	   Administrative and support and waste management and remediation services	2002	31000.0
2369	37045	FIPS_37045	Cleveland County	Southwest	Region C	   Educational services	2002	
2370	37045	FIPS_37045	Cleveland County	Southwest	Region C	   Health care and social assistance	2002	
2371	37045	FIPS_37045	Cleveland County	Southwest	Region C	   Arts, entertainment, and recreation	2002	6993.0
2372	37045	FIPS_37045	Cleveland County	Southwest	Region C	   Accommodation and food services	2002	43993.0
2373	37045	FIPS_37045	Cleveland County	Southwest	Region C	  Other services (except government and government enterprises)	2002	81481.0
2374	37045	FIPS_37045	Cleveland County	Southwest	Region C	Government and government enterprises	2002	255974.0
2375	37047	FIPS_37047	Columbus County	South Central	Cape Fear	  Agriculture, forestry, fishing and hunting	2002	28442.0
2376	37047	FIPS_37047	Columbus County	South Central	Cape Fear	  Mining, quarrying, and oil and gas extraction	2002	0.0
2377	37047	FIPS_37047	Columbus County	South Central	Cape Fear	  Utilities	2002	
2378	37047	FIPS_37047	Columbus County	South Central	Cape Fear	  Construction	2002	33988.0
2379	37047	FIPS_37047	Columbus County	South Central	Cape Fear	  Manufacturing	2002	249406.0
2380	37047	FIPS_37047	Columbus County	South Central	Cape Fear	  Wholesale trade	2002	45105.0
2381	37047	FIPS_37047	Columbus County	South Central	Cape Fear	  Retail trade	2002	72070.0
2382	37047	FIPS_37047	Columbus County	South Central	Cape Fear	  Transportation and warehousing	2002	19192.0
2383	37047	FIPS_37047	Columbus County	South Central	Cape Fear	  Information	2002	15831.0
2384	37047	FIPS_37047	Columbus County	South Central	Cape Fear	   Real estate and rental and leasing	2002	152939.0
2385	37047	FIPS_37047	Columbus County	South Central	Cape Fear	  Professional and business services	2002	37617.0
2386	37047	FIPS_37047	Columbus County	South Central	Cape Fear	   Management of companies and enterprises	2002	
2387	37047	FIPS_37047	Columbus County	South Central	Cape Fear	   Administrative and support and waste management and remediation services	2002	15286.0
2388	37047	FIPS_37047	Columbus County	South Central	Cape Fear	   Educational services	2002	
2389	37047	FIPS_37047	Columbus County	South Central	Cape Fear	   Health care and social assistance	2002	
2390	37047	FIPS_37047	Columbus County	South Central	Cape Fear	   Arts, entertainment, and recreation	2002	
2391	37047	FIPS_37047	Columbus County	South Central	Cape Fear	   Accommodation and food services	2002	15034.0
2392	37047	FIPS_37047	Columbus County	South Central	Cape Fear	  Other services (except government and government enterprises)	2002	36401.0
2393	37047	FIPS_37047	Columbus County	South Central	Cape Fear	Government and government enterprises	2002	161047.0
2394	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	  Agriculture, forestry, fishing and hunting	2002	32312.0
2395	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	  Mining, quarrying, and oil and gas extraction	2002	792.0
2396	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	  Utilities	2002	21782.0
2397	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	  Construction	2002	101331.0
2398	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	  Manufacturing	2002	389375.0
2399	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	  Wholesale trade	2002	82452.0
2400	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	  Retail trade	2002	154285.0
2401	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	  Transportation and warehousing	2002	57393.0
2402	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	  Information	2002	55513.0
2403	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	   Real estate and rental and leasing	2002	275409.0
2404	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	  Professional and business services	2002	180813.0
2405	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	   Management of companies and enterprises	2002	24630.0
2406	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	   Administrative and support and waste management and remediation services	2002	46590.0
2407	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	   Educational services	2002	7098.0
2408	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	   Health care and social assistance	2002	165051.0
2409	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	   Arts, entertainment, and recreation	2002	10914.0
2410	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	   Accommodation and food services	2002	56976.0
2411	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	  Other services (except government and government enterprises)	2002	60523.0
2412	37049	FIPS_37049	Craven County	Southeast	Eastern Carolina	Government and government enterprises	2002	1184229.0
2413	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	  Agriculture, forestry, fishing and hunting	2002	3815.0
2414	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	  Mining, quarrying, and oil and gas extraction	2002	0.0
2415	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	  Utilities	2002	26058.0
2416	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	  Construction	2002	394256.0
2417	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	  Manufacturing	2002	1077208.0
2418	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	  Wholesale trade	2002	182437.0
2419	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	  Retail trade	2002	589622.0
2420	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	  Transportation and warehousing	2002	188863.0
2421	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	  Information	2002	194261.0
2422	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	   Real estate and rental and leasing	2002	905750.0
2423	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	  Professional and business services	2002	456427.0
2424	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	   Management of companies and enterprises	2002	34704.0
2425	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	   Administrative and support and waste management and remediation services	2002	212850.0
2426	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	   Educational services	2002	46391.0
2427	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	   Health care and social assistance	2002	367799.0
2428	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	   Arts, entertainment, and recreation	2002	32724.0
2429	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	   Accommodation and food services	2002	213331.0
2430	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	  Other services (except government and government enterprises)	2002	206860.0
2431	37051	FIPS_37051	Cumberland County	South Central	Cumberland County	Government and government enterprises	2002	4447338.0
2432	37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Agriculture, forestry, fishing and hunting	2002	1228.0
2433	37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Mining, quarrying, and oil and gas extraction	2002	0.0
2434	37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Utilities	2002	157.0
2435	37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Construction	2002	36329.0
2436	37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Manufacturing	2002	8413.0
2437	37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Wholesale trade	2002	7017.0
2438	37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Retail trade	2002	33909.0
2439	37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Transportation and warehousing	2002	
2440	37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Information	2002	1935.0
2441	37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Real estate and rental and leasing	2002	
2442	37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Professional and business services	2002	13359.0
2443	37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Management of companies and enterprises	2002	
2444	37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Administrative and support and waste management and remediation services	2002	
2445	37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Educational services	2002	
2446	37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Health care and social assistance	2002	
2447	37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Arts, entertainment, and recreation	2002	8828.0
2448	37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Accommodation and food services	2002	14670.0
2449	37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Other services (except government and government enterprises)	2002	12100.0
2450	37053	FIPS_37053	Currituck County	Northeast	Northeastern	Government and government enterprises	2002	49858.0
2451	37055	FIPS_37055	Dare County	Northeast	Northeastern	  Agriculture, forestry, fishing and hunting	2002	11263.0
2452	37055	FIPS_37055	Dare County	Northeast	Northeastern	  Mining, quarrying, and oil and gas extraction	2002	65.0
2453	37055	FIPS_37055	Dare County	Northeast	Northeastern	  Utilities	2002	6608.0
2454	37055	FIPS_37055	Dare County	Northeast	Northeastern	  Construction	2002	160359.0
2455	37055	FIPS_37055	Dare County	Northeast	Northeastern	  Manufacturing	2002	52649.0
2456	37055	FIPS_37055	Dare County	Northeast	Northeastern	  Wholesale trade	2002	19166.0
2457	37055	FIPS_37055	Dare County	Northeast	Northeastern	  Retail trade	2002	139602.0
2458	37055	FIPS_37055	Dare County	Northeast	Northeastern	  Transportation and warehousing	2002	
2459	37055	FIPS_37055	Dare County	Northeast	Northeastern	  Information	2002	28226.0
2460	37055	FIPS_37055	Dare County	Northeast	Northeastern	   Real estate and rental and leasing	2002	564249.0
2461	37055	FIPS_37055	Dare County	Northeast	Northeastern	  Professional and business services	2002	
2462	37055	FIPS_37055	Dare County	Northeast	Northeastern	   Management of companies and enterprises	2002	
2463	37055	FIPS_37055	Dare County	Northeast	Northeastern	   Administrative and support and waste management and remediation services	2002	33165.0
2464	37055	FIPS_37055	Dare County	Northeast	Northeastern	   Educational services	2002	1182.0
2465	37055	FIPS_37055	Dare County	Northeast	Northeastern	   Health care and social assistance	2002	31731.0
2466	37055	FIPS_37055	Dare County	Northeast	Northeastern	   Arts, entertainment, and recreation	2002	17705.0
2467	37055	FIPS_37055	Dare County	Northeast	Northeastern	   Accommodation and food services	2002	130313.0
2468	37055	FIPS_37055	Dare County	Northeast	Northeastern	  Other services (except government and government enterprises)	2002	34887.0
2469	37055	FIPS_37055	Dare County	Northeast	Northeastern	Government and government enterprises	2002	139400.0
2470	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Agriculture, forestry, fishing and hunting	2002	2110.0
2471	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Mining, quarrying, and oil and gas extraction	2002	3603.0
2472	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Utilities	2002	10994.0
2473	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Construction	2002	188572.0
2474	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Manufacturing	2002	1019045.0
2475	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Wholesale trade	2002	121633.0
2476	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Retail trade	2002	200757.0
2477	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Transportation and warehousing	2002	99805.0
2478	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Information	2002	49942.0
2479	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Real estate and rental and leasing	2002	359261.0
2480	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Professional and business services	2002	194550.0
2481	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Management of companies and enterprises	2002	92847.0
2482	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Administrative and support and waste management and remediation services	2002	43363.0
2483	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Educational services	2002	10204.0
2484	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Health care and social assistance	2002	163657.0
2485	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Arts, entertainment, and recreation	2002	38627.0
2486	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Accommodation and food services	2002	60978.0
2487	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Other services (except government and government enterprises)	2002	104960.0
2488	37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	Government and government enterprises	2002	312169.0
2489	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Agriculture, forestry, fishing and hunting	2002	2063.0
2490	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Mining, quarrying, and oil and gas extraction	2002	2517.0
2491	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Utilities	2002	600.0
2492	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Construction	2002	29202.0
2493	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Manufacturing	2002	216834.0
2494	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Wholesale trade	2002	
2495	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Retail trade	2002	47195.0
2496	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Transportation and warehousing	2002	30130.0
2497	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Information	2002	
2498	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Real estate and rental and leasing	2002	77490.0
2499	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Professional and business services	2002	63209.0
2500	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Management of companies and enterprises	2002	
2501	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Administrative and support and waste management and remediation services	2002	27864.0
2502	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Educational services	2002	1110.0
2503	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Health care and social assistance	2002	29453.0
2504	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Arts, entertainment, and recreation	2002	6995.0
2505	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Accommodation and food services	2002	12146.0
2506	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Other services (except government and government enterprises)	2002	23047.0
2507	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	Government and government enterprises	2002	72859.0
2508	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Agriculture, forestry, fishing and hunting	2002	118673.0
2509	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Mining, quarrying, and oil and gas extraction	2002	0.0
2510	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Utilities	2002	3918.0
2511	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Construction	2002	45425.0
2512	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Manufacturing	2002	883510.0
2513	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Wholesale trade	2002	70184.0
2514	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Retail trade	2002	58536.0
2515	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Transportation and warehousing	2002	38726.0
2516	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Information	2002	4538.0
2517	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Real estate and rental and leasing	2002	108531.0
2518	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Professional and business services	2002	52750.0
2519	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Management of companies and enterprises	2002	
2520	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Administrative and support and waste management and remediation services	2002	9663.0
2521	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Educational services	2002	919.0
2522	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Health care and social assistance	2002	38490.0
2523	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Arts, entertainment, and recreation	2002	5312.0
2524	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Accommodation and food services	2002	21944.0
2525	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Other services (except government and government enterprises)	2002	31176.0
2526	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	Government and government enterprises	2002	151077.0
2527	37063	FIPS_37063	Durham County	North Central	Durham	  Agriculture, forestry, fishing and hunting	2002	
2528	37063	FIPS_37063	Durham County	North Central	Durham	  Mining, quarrying, and oil and gas extraction	2002	3481.0
2529	37063	FIPS_37063	Durham County	North Central	Durham	  Utilities	2002	20201.0
2530	37063	FIPS_37063	Durham County	North Central	Durham	  Construction	2002	420896.0
2531	37063	FIPS_37063	Durham County	North Central	Durham	  Manufacturing	2002	6447720.0
2532	37063	FIPS_37063	Durham County	North Central	Durham	  Wholesale trade	2002	661111.0
2533	37063	FIPS_37063	Durham County	North Central	Durham	  Retail trade	2002	517951.0
2534	37063	FIPS_37063	Durham County	North Central	Durham	  Transportation and warehousing	2002	
2535	37063	FIPS_37063	Durham County	North Central	Durham	  Information	2002	479569.0
2536	37063	FIPS_37063	Durham County	North Central	Durham	   Real estate and rental and leasing	2002	1095208.0
2537	37063	FIPS_37063	Durham County	North Central	Durham	  Professional and business services	2002	2066356.0
2538	37063	FIPS_37063	Durham County	North Central	Durham	   Management of companies and enterprises	2002	257704.0
2539	37063	FIPS_37063	Durham County	North Central	Durham	   Administrative and support and waste management and remediation services	2002	401512.0
2540	37063	FIPS_37063	Durham County	North Central	Durham	   Educational services	2002	492105.0
2541	37063	FIPS_37063	Durham County	North Central	Durham	   Health care and social assistance	2002	1639161.0
2542	37063	FIPS_37063	Durham County	North Central	Durham	   Arts, entertainment, and recreation	2002	44493.0
2543	37063	FIPS_37063	Durham County	North Central	Durham	   Accommodation and food services	2002	302558.0
2544	37063	FIPS_37063	Durham County	North Central	Durham	  Other services (except government and government enterprises)	2002	256738.0
2545	37063	FIPS_37063	Durham County	North Central	Durham	Government and government enterprises	2002	1147593.0
2546	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Agriculture, forestry, fishing and hunting	2002	19943.0
2547	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Mining, quarrying, and oil and gas extraction	2002	3482.0
2548	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Utilities	2002	
2549	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Construction	2002	100344.0
2550	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Manufacturing	2002	454895.0
2551	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Wholesale trade	2002	59544.0
2552	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Retail trade	2002	122741.0
2553	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Transportation and warehousing	2002	24285.0
2554	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Information	2002	145225.0
2555	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Real estate and rental and leasing	2002	169496.0
2556	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Professional and business services	2002	72182.0
2557	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Management of companies and enterprises	2002	25737.0
2558	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Administrative and support and waste management and remediation services	2002	28638.0
2559	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Educational services	2002	
2560	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Health care and social assistance	2002	
2561	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Arts, entertainment, and recreation	2002	3176.0
2562	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Accommodation and food services	2002	23524.0
2563	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Other services (except government and government enterprises)	2002	32514.0
2564	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	Government and government enterprises	2002	249830.0
2565	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Agriculture, forestry, fishing and hunting	2002	
2566	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Mining, quarrying, and oil and gas extraction	2002	4310.0
2567	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Utilities	2002	
2568	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Construction	2002	525064.0
2569	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Manufacturing	2002	4946317.0
2570	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Wholesale trade	2002	
2571	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Retail trade	2002	1001135.0
2572	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Transportation and warehousing	2002	519781.0
2573	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Information	2002	241896.0
2574	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Real estate and rental and leasing	2002	1310112.0
2575	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Professional and business services	2002	1530678.0
2576	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Management of companies and enterprises	2002	245439.0
2577	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Administrative and support and waste management and remediation services	2002	446690.0
2578	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Educational services	2002	532537.0
2579	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Health care and social assistance	2002	1342572.0
2580	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Arts, entertainment, and recreation	2002	50063.0
2581	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Accommodation and food services	2002	324601.0
2582	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Other services (except government and government enterprises)	2002	298130.0
2583	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	Government and government enterprises	2002	931591.0
2584	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Agriculture, forestry, fishing and hunting	2002	
2585	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Mining, quarrying, and oil and gas extraction	2002	1083.0
2586	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Utilities	2002	4614.0
2587	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Construction	2002	58628.0
2588	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Manufacturing	2002	223008.0
2589	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Wholesale trade	2002	21136.0
2590	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Retail trade	2002	43070.0
2591	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Transportation and warehousing	2002	
